mean_Ax,std_Ax,median_Ax,cov_Ax,twf_perc_Ax,svf_perc_Ax,maxi_Ax,mini_Ax,skewness_Ax,kurt_Ax,mean_AY,std_AY,median_AY,cov_AY,twf_perc_AY,svf_perc_AY,maxi_AY,mini_AY,skewness_AY,kurt_AY,mean_Az,std_Az,median_Az,cov_Az,twf_perc_Az,svf_perc_Az,maxi_Az,mini_Az,skewness_Az,kurt_Az
4.476878,3.8815084,5.178843,1.970154397597385,1.368335098028183,7.31095564365387,15.922009,-6.8572383,[-0.21729359 -0.24572194 -0.23815063],[-0.30668807 -0.3681109  -0.30037522],4.3775554,4.0526166,4.3983054,2.0131111733389004,1.276155024766922,7.3815871477127075,15.936375,-6.5076723,[-0.07477733 -0.0924122  -0.07992739],[-0.5999036 -0.5064845 -0.6243346],4.5553946,3.8949533,5.13814,1.973563591801645,1.3838979601860046,7.491724491119385,16.42481,-7.446233,[-0.10779977 -0.15904602 -0.12168325],[-0.39349008 -0.44667387 -0.36591792]
4.6600804,3.6435301,4.980117,1.9088033241762632,1.8017010688781738,7.417501449584961,15.208511,-4.9561744,[-0.08981855 -0.08936168 -0.08137145],[-0.4419551  -0.43835402 -0.4691279 ],4.402256,4.2896175,4.7957573,2.071139188575251,1.401855081319809,7.443838715553284,14.772752,-7.9298787,[-0.19959119 -0.22210468 -0.20332631],[-0.2701137  -0.21007872 -0.23727036],4.5648203,3.938141,4.5132313,1.9844750206437984,1.6568467020988464,7.55517303943634,14.566843,-6.6321754,[0.03664134 0.09210122 0.10298105],[-0.46759272 -0.4758587  -0.46339726]
4.653305,3.618143,4.762237,1.9021417091439425,1.8017010688781738,7.448627233505249,15.208511,-4.271408,[0.10419488 0.14053029 0.0930784 ],[-0.5390041 -0.4309485 -0.5344801],4.774065,3.7572565,4.70238,1.938364389859021,2.092606842517853,7.391164422035217,16.812685,-5.085466,[0.16194022 0.15250392 0.24066564],[-0.1073401  -0.10343766  0.01685476],3.321004,4.5280914,3.8260708,2.1279312560945343,-2.2925299406051636,8.486550569534302,9.131811,-3.0263789,[-0.14736679 -0.16154304 -0.13958196],[-1.5044613 -1.4886688 -1.496033 ]
4.6991715,3.746428,4.8340654,1.93556917025662,1.789729654788971,7.567144393920898,16.02257,-4.3288713,[-0.05795165 -0.07395541 -0.04398183],[-0.49906206 -0.43889523 -0.4923482 ],4.799923,3.848027,4.594637,1.9616388533291502,2.1847869157791138,7.149341106414795,17.018593,-6.2826095,[0.3145596  0.35495913 0.3295164 ],[0.42210484 0.30863738 0.3774867 ],3.538038,4.3698306,3.9912767,2.090413980140757,-1.9082468450069427,8.544013261795044,9.462223,-3.3950992,[-0.15035696 -0.16343729 -0.14503205],[-1.4988222 -1.4818375 -1.489611 ]
4.298256,4.111007,4.7694197,2.0275618889672713,1.5048094391822815,7.412713050842285,16.02257,-5.454186,[-0.246898   -0.26996428 -0.30661765],[-0.47607636 -0.48437428 -0.5856154 ],4.8577766,3.8519123,5.0303974,1.9626289155251795,2.0770440101623535,7.218775749206543,17.741667,-4.620974,[0.28886333 0.24623178 0.32278284],[0.35527635 0.30546808 0.5650296 ],3.4607825,4.4288354,4.2618313,2.104479838819629,-2.0985925793647766,8.317753791809082,8.954634,-3.1077847,[-0.28511384 -0.30017588 -0.28159308],[-1.5003206 -1.4798406 -1.4942124]
3.9627686,4.272736,4.939414,2.067059765110889,0.07901147194206715,7.581509947776794,12.000167,-9.007308,[-0.48942348 -0.5059944  -0.4941881 ],[-0.72925067 -0.6880965  -0.633296  ],4.5553946,3.8949533,5.13814,1.973563591801645,1.3838979601860046,7.491724491119385,16.42481,-7.446233,[-0.10779977 -0.15904602 -0.12168325],[-0.39349008 -0.44667387 -0.36591792],2.9108064,4.807472,4.2330995,2.19259486203081,-3.462139129638672,7.896358966827393,8.72957,-3.7973394,[-0.37838072 -0.39010894 -0.37152183],[-1.5070177 -1.4847369 -1.5030321]
4.3515773,4.021368,5.0926485,2.0053348914167426,0.9708834439516068,7.7814332246780396,12.852533,-9.007308,[-0.49855518 -0.5353231  -0.49613917],[-0.4825406  -0.36657047 -0.5087826 ],4.3569403,4.0191298,4.709563,2.0047767339813163,1.3431951105594635,7.2510985136032104,13.982636,-6.6321754,[-0.05556178 -0.12594004 -0.03356149],[-0.5350807  -0.47079062 -0.55102205],3.1390061,4.6566224,4.1469054,2.1579208534653342,-2.9413817524909973,8.207615852355957,8.528451,-3.3567905,[-0.31117976 -0.3251166  -0.3102405 ],[-1.5062975 -1.4862775 -1.5019299]
4.5647163,3.8236275,4.788574,1.9554097964170651,1.527555227279663,7.832910180091858,12.852533,-4.2809854,[-0.18256523 -0.16757257 -0.17272076],[-0.8579557  -0.84863424 -0.87183   ],3.986871,4.156252,4.161271,2.03868877157565,0.9110262244939804,8.219587802886963,14.566843,-3.6393163,[-0.10398623 -0.1220783  -0.10402284],[-0.92024446 -0.89587545 -0.9399874 ],3.2887049,4.568622,4.4653454,2.1374335340015067,-2.6528701782226562,8.068747520446777,8.796611,-3.3424249,[-0.36238143 -0.37991968 -0.36023092],[-1.50206   -1.4810601 -1.498858 ]
4.57834,4.224042,4.783786,2.0552474154665026,1.63649520277977,7.8963587284088135,14.648249,-12.517333,[-0.37309667 -0.42141646 -0.48016265],[-0.26184058  0.10341787  0.3875985 ],3.321004,4.5280914,3.8260708,2.1279312560945343,-2.2925299406051636,8.486550569534302,9.131811,-3.0263789,[-0.14736679 -0.16154304 -0.13958196],[-1.5044613 -1.4886688 -1.496033 ],3.192407,4.6286674,4.359997,2.1514337904252923,-2.8827216625213623,8.08431077003479,8.561971,-3.308905,[-0.35288715 -0.37423795 -0.35462826],[-1.5062188 -1.4844875 -1.502591 ]
4.4778914,4.264846,4.7789974,2.065150320941189,1.5251608788967133,7.7167874574661255,15.936375,-12.517333,[-0.37150377 -0.42655164 -0.37847075],[ 0.188874    0.53455234 -0.06623411],3.3460722,4.5199637,3.5363622,2.1260206352014768,-1.958526849746704,8.58591365814209,9.462223,-3.5626993,[-0.07183792 -0.08204122 -0.06732883],[-1.500923  -1.4908025 -1.4923337],3.4774227,4.4324603,4.508443,2.1053409006797335,-2.2087298035621643,8.09508466720581,9.399971,-3.543545,[-0.33765018 -0.35202703 -0.33747494],[-1.4878894 -1.4663777 -1.4812568]
4.3775554,4.0526166,4.3983054,2.0131111733389004,1.276155024766922,7.3815871477127075,15.936375,-6.5076723,[-0.07477733 -0.0924122  -0.07992739],[-0.5999036 -0.5064845 -0.6243346],3.5787573,4.337273,4.352814,2.0826120908321184,-1.9309925436973572,8.3800048828125,9.055194,-3.3950992,[-0.23101942 -0.24700914 -0.2218091 ],[-1.4972038 -1.4803848 -1.4921509],3.344915,4.515487,4.453374,2.1249675748258556,-2.372738480567932,8.093887567520142,9.098291,-3.261019,[-0.35695785 -0.37651223 -0.35394415],[-1.4956106 -1.4725704 -1.4912851]
4.3216805,4.319412,4.644917,2.0783195691339946,1.2677750289440155,7.52644145488739,14.691346,-7.9298787,[-0.25826618 -0.2639532  -0.2878435 ],[-0.3686664  -0.44309783 -0.4451003 ],3.4607825,4.4288354,4.2618313,2.104479838819629,-2.0985925793647766,8.317753791809082,8.954634,-3.1077847,[-0.28511384 -0.30017588 -0.28159308],[-1.5003206 -1.4798406 -1.4942124],3.1459258,4.659003,4.302534,2.158472325723521,-2.8899045586586,8.02804446220398,8.6338,-3.6488936,[-0.3530566  -0.36624628 -0.35070378],[-1.5027633 -1.482815  -1.4987547]
4.402256,4.2896175,4.7957573,2.071139188575251,1.401855081319809,7.443838715553284,14.772752,-7.9298787,[-0.19959119 -0.22210468 -0.20332631],[-0.2701137  -0.21007872 -0.23727036],3.016355,4.7418585,4.3049283,2.1775808784889805,-3.368761897087097,7.907133340835571,8.533239,-3.8212821,[-0.38765344 -0.40893462 -0.38636097],[-1.4855927 -1.4672859 -1.4846617],3.2023668,4.6399174,4.5156255,2.1540467436100887,-2.8264558911323547,7.874810338020325,9.055194,-3.7733965,[-0.38592616 -0.40082672 -0.38054907],[-1.4971396 -1.475708  -1.4942248]
4.6590753,3.968582,4.673649,1.992129994478707,1.7442381381988525,7.377995848655701,16.549313,-4.951386,[0.14153205 0.11098104 0.1021232 ],[-0.2880869  -0.32921576 -0.30628705],2.9495304,4.78183,4.0224023,2.1867395441580086,-3.24306184053421,8.050790071487427,8.72957,-3.7973394,[-0.32874084 -0.3467421  -0.33232367],[-1.50309   -1.4823235 -1.4994432],2.9955564,4.764276,4.302534,2.182722159982677,-3.2083446979522705,7.892767310142517,9.390394,-5.4015117,[-0.3899859  -0.40258422 -0.39674145],[-1.4830133 -1.4644254 -1.4716076]
4.774065,3.7572565,4.70238,1.938364389859021,2.092606842517853,7.391164422035217,16.812685,-5.085466,[0.16194022 0.15250392 0.24066564],[-0.1073401  -0.10343766  0.01685476],3.1390061,4.6566224,4.1469054,2.1579208534653342,-2.9413817524909973,8.207615852355957,8.528451,-3.3567905,[-0.31117976 -0.3251166  -0.3102405 ],[-1.5062975 -1.4862775 -1.5019299],3.0164986,4.744333,4.209157,2.1781489366833378,-3.13531893491745,8.025650024414062,9.007308,-4.7742085,[-0.3631637  -0.3764828  -0.35770178],[-1.4913987 -1.4713297 -1.4874401]
4.7728677,3.6079898,4.644917,1.8994709231929348,2.2159127593040466,7.288209915161133,16.812685,-5.085466,[0.25540206 0.2798325  0.26684767],[0.1009891  0.21657348 0.10841751],3.1884563,4.629088,4.2666197,2.1515315300867135,-2.8492016792297363,8.116633415222168,8.796611,-3.4046762,[-0.34176302 -0.35670847 -0.33489305],[-1.5050637 -1.4833052 -1.500757 ],3.0532348,4.720973,4.2402825,2.1727800198896214,-3.152078926563263,8.054381370544434,8.456622,-5.0232143,[-0.37144136 -0.39125264 -0.36767122],[-1.4844006 -1.4588535 -1.4812343]
4.799923,3.848027,4.594637,1.9616388533291502,2.1847869157791138,7.149341106414795,17.018593,-6.2826095,[0.3145596  0.35495913 0.3295164 ],[0.42210484 0.30863738 0.3774867 ],3.2908914,4.5644646,4.5252028,2.1364607576765358,-2.649278700351715,8.007693529129028,9.007308,-3.2993276,[-0.36451963 -0.38184267 -0.36042118],[-1.5030015 -1.4802551 -1.4990144],3.2214253,4.6057444,4.4485855,2.1460998024037563,-2.863567352294922,8.059170722961426,8.4614105,-4.0271907,[-0.37959933 -0.3870497  -0.37293556],[-1.5008613 -1.478852  -1.4974433]
4.8535714,3.9719336,4.896317,1.992971049284646,2.1404926776885986,7.097864031791687,17.741667,-6.2826095,[0.4203506  0.28385755 0.32385287],[0.70224214 0.4822886  0.5039942 ],3.192407,4.6286674,4.359997,2.1514337904252923,-2.8827216625213623,8.08431077003479,8.561971,-3.308905,[-0.35288715 -0.37423795 -0.35462826],[-1.5062188 -1.4844875 -1.502591 ],3.2849138,4.577692,4.5419626,2.1395541666105,-2.79652738571167,8.06515622138977,8.332119,-3.3567905,[-0.40186328 -0.41595018 -0.39370993],[-1.5066001 -1.4828305 -1.5032793]
4.8577766,3.8519123,5.0303974,1.9626289155251795,2.0770440101623535,7.218775749206543,17.741667,-4.620974,[0.28886333 0.24623178 0.32278284],[0.35527635 0.30546808 0.5650296 ],3.3190725,4.5529885,4.2402825,2.1337733078294243,-2.4290042519569397,8.040016174316406,9.399971,-3.543545,[-0.29176858 -0.30187076 -0.28569278],[-1.4899538 -1.4721584 -1.4850311],3.8909798,4.077027,4.7957573,2.0191648877753043,-0.7386375516653061,8.260290145874023,8.954634,-3.6297393,[-0.36393413 -0.3707987  -0.3564456 ],[-1.3026571 -1.279537  -1.292545 ]
4.7892766,3.7528386,5.1932087,1.9372244608208888,2.011201113462448,7.263069987297058,16.96113,-7.446233,[0.01603716 0.02384065 0.08739087],[0.24415445 0.1101799  0.2978723 ],3.5198576,4.4125104,4.477317,2.100597628069224,-2.2075326442718506,8.2219820022583,8.892383,-5.2674317,[-0.3364044  -0.35418496 -0.33228976],[-1.4554732 -1.4292822 -1.4542269],4.113034,3.8530602,4.9992714,1.9629213548978257,-0.9002519249916077,8.188462257385254,8.638588,-1.5131894,[-0.3438171  -0.35729173 -0.3349769 ],[-1.5036786 -1.4840287 -1.5010748]
4.5553946,3.8949533,5.13814,1.973563591801645,1.3838979601860046,7.491724491119385,16.42481,-7.446233,[-0.10779977 -0.15904602 -0.12168325],[-0.39349008 -0.44667387 -0.36591792],3.344915,4.515487,4.453374,2.1249675748258556,-2.372738480567932,8.093887567520142,9.098291,-3.261019,[-0.35695785 -0.37651223 -0.35394415],[-1.4956106 -1.4725704 -1.4912851],4.0128093,3.9681122,4.9729342,1.992012105962437,-1.088203489780426,8.236347198486328,9.4430685,-1.7717725,[-0.3085355  -0.32555616 -0.30359578],[-1.5017735 -1.4820794 -1.4985428]
4.226875,4.0641994,4.5898485,2.0159859740662474,0.7781433165073395,7.318138480186462,13.7623625,-5.1477175,[-0.03038739 -0.03272306 -0.04127324],[-0.8992348  -0.82832766 -0.85212994],3.1985202,4.627803,4.228311,2.1512328671754526,-2.791738748550415,8.164519309997559,8.6338,-3.6488936,[-0.3269926  -0.34593442 -0.3222801 ],[-1.5040859 -1.4837941 -1.5008506],3.5719173,4.4420285,4.946597,2.107612042689891,-1.316857933998108,8.097479104995728,13.47026,-6.2921867,[-0.47877336 -0.49354774 -0.47609696],[-1.0587932 -1.0327772 -1.0732769]
4.3569403,4.0191298,4.709563,2.0047767339813163,1.3431951105594635,7.2510985136032104,13.982636,-6.6321754,[-0.05556178 -0.12594004 -0.03356149],[-0.5350807  -0.47079062 -0.55102205],3.1655746,4.6455684,4.3935165,2.1553580609307335,-2.897087335586548,7.978961706161499,8.514085,-3.5722764,[-0.37462005 -0.39166814 -0.37131533],[-1.5042002 -1.4815931 -1.4998814],4.1198335,4.7180448,4.66886,2.172106065053688,1.2977036237716675,7.376798510551453,14.27474,-11.023298,[-0.46095628 -0.45172313 -0.4451826 ],[-0.1089251  -0.10687804  0.04571843]
4.5648203,3.938141,4.5132313,1.9844750206437984,1.6568467020988464,7.55517303943634,14.566843,-6.6321754,[0.03664134 0.09210122 0.10298105],[-0.46759272 -0.4758587  -0.46339726],3.2023668,4.6399174,4.5156255,2.1540467436100887,-2.8264558911323547,7.874810338020325,9.055194,-3.7733965,[-0.38592616 -0.40082672 -0.38054907],[-1.4971396 -1.475708  -1.4942248],3.6830046,5.0335107,4.3983054,2.243548681211763,0.1280943639576435,7.095469832420349,17.602798,-11.564406,[-0.33076388 -0.36698952 -0.32828528],[-0.02962112  0.00062418 -0.00909495]
3.986871,4.156252,4.161271,2.03868877157565,0.9110262244939804,8.219587802886963,14.566843,-3.6393163,[-0.10398623 -0.1220783  -0.10402284],[-0.92024446 -0.89587545 -0.9399874 ],2.9727628,4.765874,4.429431,2.1830881587779687,-3.249047577381134,7.733547210693359,8.518873,-4.453374,[-0.4251695  -0.44279283 -0.42296222],[-1.49787   -1.4738984 -1.4937484],3.7459977,4.7368107,4.6281567,2.1764215318279,0.44294310361146927,6.525629639625549,18.493473,-7.5180616,[-0.04202779 -0.21922442 -0.1831108 ],[-0.27125883 -0.5260992  -0.477108  ]
3.4212525,4.452885,4.0654993,2.110186046515668,-2.2757699489593506,8.333316087722778,9.131811,-3.0168018,[-0.24101467 -0.2448411  -0.23128743],[-1.4646971 -1.456423  -1.4566294],3.017504,4.757443,4.2642255,2.181156333508076,-3.1951761841773987,7.988538980484009,9.390394,-5.4015117,[-0.3707279  -0.3957836  -0.37040937],[-1.4863579 -1.4517115 -1.4781412],4.1896515,5.197451,4.7167454,2.279791901611755,0.7051175385713577,7.935864567756653,15.074431,-14.322625,[-0.49929556 -0.47483185 -0.53827345],[0.1006186  0.16382861 0.25349545]
3.321004,4.5280914,3.8260708,2.1279312560945343,-2.2925299406051636,8.486550569534302,9.131811,-3.0263789,[-0.14736679 -0.16154304 -0.13958196],[-1.5044613 -1.4886688 -1.496033 ],3.0164986,4.744333,4.209157,2.1781489366833378,-3.13531893491745,8.025650024414062,9.007308,-4.7742085,[-0.3631637  -0.3764828  -0.35770178],[-1.4913987 -1.4713297 -1.4874401],4.036528,5.4987564,4.359997,2.3449427303649455,0.5339260399341583,7.740730285644531,15.740044,-14.356146,[-0.364387   -0.35205182 -0.3959708 ],[-0.00910759 -0.07970667  0.17038536]
3.2005951,4.614589,3.4621391,2.1481594946197435,-2.423018455505371,8.563167810440063,9.289834,-3.5626993,[-0.07507325 -0.08327805 -0.06522484],[-1.5062258 -1.4925027 -1.498291 ],3.0524125,4.7144127,4.2618313,2.171269833348445,-3.1712332367897034,8.04719877243042,8.480565,-3.4429848,[-0.3614416  -0.37956882 -0.36161646],[-1.5062636 -1.4858605 -1.5032221],3.9669185,5.606911,4.6090026,2.3678917167817377,0.08380004577338696,7.69284451007843,29.430576,-12.134247,[-0.2953175   0.03012526 -0.30047056],[-0.09733295  1.1982794  -0.20941043]
3.3460722,4.5199637,3.5363622,2.1260206352014768,-1.958526849746704,8.58591365814209,9.462223,-3.5626993,[-0.07183792 -0.08204122 -0.06732883],[-1.500923  -1.4908025 -1.4923337],3.0750468,4.7051344,4.225917,2.169132174807397,-3.059898853302002,8.098675966262817,8.456622,-5.0232143,[-0.36156926 -0.37603813 -0.35707068],[-1.4811507 -1.4632313 -1.4790777],4.0378532,5.5738482,4.9585686,2.3608998808776445,0.11851721070706844,7.644958734512329,18.91008,-12.100727,[-0.36660987 -0.35557088 -0.40291914],[-0.21183658 -0.35693192 -0.20648408]
3.538038,4.3698306,3.9912767,2.090413980140757,-1.9082468450069427,8.544013261795044,9.462223,-3.3950992,[-0.15035696 -0.16343729 -0.14503205],[-1.4988222 -1.4818375 -1.489611 ],3.2214253,4.6057444,4.4485855,2.1460998024037563,-2.863567352294922,8.059170722961426,8.4614105,-4.0271907,[-0.37959933 -0.3870497  -0.37293556],[-1.5008613 -1.478852  -1.4974433],3.6538813,4.8529677,4.498865,2.202945241967041,0.45012596994638443,7.1313841342926025,15.390477,-12.435927,[-0.44679192 -0.4597472  -0.45053136],[-0.18602729 -0.06937695 -0.16643524]
3.5787573,4.337273,4.352814,2.0826120908321184,-1.9309925436973572,8.3800048828125,9.055194,-3.3950992,[-0.23101942 -0.24700914 -0.2218091 ],[-1.4972038 -1.4803848 -1.4921509],3.2491434,4.5873437,4.4653454,2.141808509829845,-2.830047369003296,8.111845016479492,8.356062,-3.0551105,[-0.37163123 -0.39175898 -0.37340555],[-1.5077801 -1.4858662 -1.5041243],3.8340995,5.0568924,4.7742085,2.2487535202906366,0.7865233272314072,7.0475839376449585,14.81106,-11.770315,[-0.4991151  -0.60472435 -0.5641751 ],[0.05638766 0.12803745 0.02527642]
3.6088054,4.3238826,4.477317,2.0793947628585263,-1.9357811510562897,8.314161777496338,8.954634,-2.892299,[-0.2963491  -0.30574194 -0.287189  ],[-1.5028256 -1.4842845 -1.4980783],3.1389103,4.669092,4.4988656,2.1608082234073267,-2.8743417263031006,7.97776460647583,8.427891,-3.8548021,[-0.39495447 -0.41517562 -0.3969463 ],[-1.4986807 -1.4754496 -1.4957701],4.0327697,5.4715257,4.4222484,2.3391292544658366,0.07302575744688511,7.5659472942352295,17.186193,-13.168579,[-0.36381042 -0.31229612 -0.23569438],[-0.0074687  -0.09543872 -0.07004404]
3.4607825,4.4288354,4.2618313,2.104479838819629,-2.0985925793647766,8.317753791809082,8.954634,-3.1077847,[-0.28511384 -0.30017588 -0.28159308],[-1.5003206 -1.4798406 -1.4942124],3.8909798,4.077027,4.7957573,2.0191648877753043,-0.7386375516653061,8.260290145874023,8.954634,-3.6297393,[-0.36393413 -0.3707987  -0.3564456 ],[-1.3026571 -1.279537  -1.292545 ],4.2061877,5.5026526,4.4390087,2.3457733575755104,0.7230746895074844,7.801784515380859,18.924446,-12.775916,[-0.1802512  -0.21871321 -0.27036294],[-0.0237062   0.00161672 -0.04626226]
3.2208908,4.5985293,4.2402825,2.1444181818937906,-2.5044243335723877,8.02684736251831,8.59549,-3.8212821,[-0.326172   -0.33929566 -0.3229355 ],[-1.4791195 -1.4564924 -1.473094 ],4.1089554,3.8642383,5.0495515,1.9657665838487828,-0.8667319416999817,8.160928010940552,8.72957,-3.4142535,[-0.36791694 -0.3907753  -0.37157792],[-1.4594177 -1.4393612 -1.4648343],4.237074,4.510885,4.762237,2.1238843569766934,1.509598046541214,7.23194432258606,14.772752,-10.099103,[-0.3517094 -0.3837056 -0.3850887],[-0.08211517 -0.04543567 -0.00781059]
3.016355,4.7418585,4.3049283,2.1775808784889805,-3.368761897087097,7.907133340835571,8.533239,-3.8212821,[-0.38765344 -0.40893462 -0.38636097],[-1.4855927 -1.4672859 -1.4846617],4.0867295,3.8915064,4.898711,1.972690151414291,-0.9768691658973694,8.293810844421387,8.916326,-1.2546065,[-0.29668543 -0.30740252 -0.29247925],[-1.505203  -1.4865332 -1.4999977],4.0921397,5.6928754,4.960963,2.385974724359926,0.3399887755513191,7.810164451599121,25.355501,-13.589973,[-0.21627803 -0.3770407  -0.12375499],[ 0.13626623 -0.03733945  0.4909191 ]
